customerid,age,tenure,usage_frequency,support_calls,payment_delay,total_spend,last_interaction,gender_Male,subscription_type_Premium,subscription_type_Standard,contract_length_Monthly,contract_length_Quarterly
58649,40,26,18,9,27,777,3,False,False,False,True,False
46432,62,54,19,8,30,645,4,True,True,False,True,False
20001,37,30,2,4,13,494,13,True,True,False,True,False
43148,63,46,27,4,7,300,9,False,False,True,False,True
9799,64,33,20,9,20,815,26,True,False,False,False,True
22977,29,12,6,5,23,655,15,False,False,True,False,True
42526,54,59,23,8,24,935,30,False,True,False,True,False
48540,21,8,3,2,21,326,26,False,False,True,False,True
51526,62,55,5,6,3,454,5,True,True,False,False,True
59086,42,35,25,10,18,962,19,False,True,False,False,True
27370,65,58,18,5,27,386,9,False,True,False,False,True
51579,36,53,15,10,23,353,6,False,True,False,False,True
63958,24,26,12,5,19,101,12,False,False,True,True,False
63549,35,30,25,6,16,777,9,False,False,True,True,False
35247,24,42,22,3,9,712,5,True,True,False,False,False
10315,31,42,26,10,9,291,21,False,False,True,False,False
63810,60,52,14,8,25,341,24,True,False,True,False,False
9061,34,18,13,3,23,678,2,False,False,True,False,True
49962,24,53,12,7,23,192,20,True,True,False,False,True
48108,52,13,4,10,9,256,10,False,True,False,False,False
46646,38,51,26,7,26,434,16,False,True,False,False,False
60642,47,23,13,9,28,674,15,False,True,False,True,False
36093,39,3,29,9,11,795,13,False,True,False,True,False
40925,25,55,14,5,7,626,5,False,False,True,False,False
535,36,57,21,0,27,648,19,True,False,True,False,True
16824,38,42,19,8,0,924,18,False,False,True,False,False
28984,26,52,4,9,9,162,4,True,False,True,False,False
48230,33,36,3,9,18,431,13,False,False,True,False,True
58492,57,7,5,9,25,336,21,True,False,True,False,False
2085,63,55,30,9,29,710,18,False,True,False,False,True
15205,35,48,28,5,8,113,28,False,True,False,True,False
18865,28,56,12,8,26,360,30,True,False,True,False,False
5682,41,57,16,2,7,334,13,True,False,True,False,True
36955,53,13,20,7,19,927,23,True,True,False,False,True
62731,29,57,2,5,20,270,4,False,False,False,False,True
1353,48,7,29,8,13,353,30,False,True,False,False,True
53818,28,11,2,8,18,914,4,False,False,False,False,False
14102,65,39,27,6,8,143,19,True,False,True,False,False
30957,49,57,9,5,18,665,13,True,True,False,False,False
22366,35,17,12,3,11,610,27,True,False,True,False,False
49460,33,2,15,10,25,240,6,False,False,False,False,False
10340,35,55,17,9,0,171,24,True,False,False,False,False
46682,53,7,3,5,7,699,26,False,False,True,True,False
52871,33,17,26,4,24,459,12,False,True,False,False,False
1699,46,56,13,1,22,686,30,True,False,True,True,False
64037,20,31,27,8,17,669,26,True,True,False,False,False
57107,30,6,3,0,25,390,3,False,True,False,True,False
160,28,14,5,3,4,200,7,True,True,False,True,False
732,65,48,15,0,22,727,18,False,False,False,False,True
15126,19,58,19,2,4,970,13,True,False,True,True,False
12465,22,57,7,1,18,597,6,False,True,False,False,False
32839,43,3,27,4,18,965,10,False,False,False,False,False
60709,34,22,4,9,23,543,12,False,False,True,True,False
36569,65,9,10,9,15,123,2,True,True,False,True,False
12136,34,34,15,9,4,398,11,True,False,False,False,False
43336,64,16,16,6,28,112,30,False,False,False,False,False
32447,24,13,16,6,15,291,5,True,False,False,True,False
45762,65,4,1,8,18,338,23,True,True,False,True,False
56402,24,37,29,9,18,509,16,False,True,False,False,True
38172,31,11,25,6,21,242,21,False,False,False,False,True
3987,23,38,25,3,23,797,21,True,False,False,False,True
10292,36,19,22,4,7,764,3,False,True,False,False,True
760,46,58,5,10,9,935,29,False,True,False,True,False
59827,57,58,5,5,27,201,19,True,False,True,False,False
62102,59,25,23,7,30,448,2,False,False,False,False,False
63043,30,49,9,6,22,919,7,True,False,False,False,False
33007,54,22,11,10,23,294,26,False,True,False,True,False
31796,32,4,9,7,20,344,5,True,True,False,False,False
9029,47,20,30,9,12,515,20,True,False,True,False,True
18514,65,2,7,6,16,435,9,True,False,False,False,False
62191,26,57,3,9,24,128,16,True,False,True,False,True
59752,51,15,21,5,24,421,6,False,True,False,False,True
18631,35,33,5,4,21,863,3,True,False,True,False,False
16791,35,45,27,5,0,836,15,False,False,False,True,False
23951,43,34,21,7,26,347,10,True,False,True,True,False
27022,56,44,26,8,20,464,22,False,True,False,False,True
51144,20,35,3,6,23,508,1,False,True,False,True,False
57878,63,47,7,7,16,440,16,True,False,False,True,False
27581,20,20,16,0,0,274,12,False,False,False,False,False
58864,25,50,1,8,17,329,8,True,False,True,True,False
61329,20,60,14,4,29,497,30,False,False,True,False,True
20138,32,51,9,8,0,158,1,True,False,True,True,False
32062,22,21,15,0,16,567,12,True,False,False,False,False
26786,29,54,17,6,4,373,7,True,True,False,False,True
28752,60,16,9,8,25,472,22,False,False,True,False,True
58925,61,10,1,5,17,604,15,True,False,True,True,False
4305,38,49,14,10,10,180,27,True,True,False,True,False
4215,56,52,9,9,8,131,20,False,True,False,True,False
48820,23,28,4,8,24,178,26,False,True,False,False,True
37909,62,39,27,8,3,423,12,True,False,False,True,False
48503,21,53,20,10,25,859,13,True,True,False,False,False
56727,41,37,25,8,19,895,17,False,False,False,False,False
60136,50,49,20,7,18,611,21,False,True,False,True,False
36653,45,37,8,2,5,566,30,False,True,False,False,True
61558,26,51,29,8,27,691,1,False,False,False,False,True
20618,38,26,4,10,3,382,30,True,False,False,True,False
45081,28,39,21,5,23,420,2,False,False,False,False,False
24716,51,44,3,10,14,881,15,True,True,False,True,False
56542,47,25,16,2,23,970,16,False,False,True,True,False
48156,53,20,27,5,23,984,23,False,True,False,True,False
21269,56,32,9,4,1,768,25,True,False,True,False,False
21880,26,46,28,4,3,806,27,True,False,True,False,True
5050,64,14,14,2,27,376,7,False,False,False,False,True
43945,22,8,19,6,6,179,4,False,False,False,False,True
8726,65,35,18,7,6,845,15,True,False,True,False,False
46834,22,39,21,8,28,353,3,True,True,False,True,False
58205,61,55,4,6,28,570,3,False,False,False,False,True
24094,32,17,8,5,18,754,7,False,True,False,False,False
50981,19,55,14,9,19,106,1,True,False,True,False,True
55430,23,39,21,7,26,771,25,True,True,False,False,False
17467,22,46,10,5,23,840,19,True,False,True,False,False
22214,22,28,2,5,1,204,15,False,False,True,True,False
9930,25,31,14,1,11,875,14,True,False,True,True,False
7730,33,17,24,7,26,661,30,True,True,False,False,False
43498,31,57,24,2,12,198,28,False,False,False,True,False
9706,54,59,28,8,5,958,29,True,False,False,False,True
41254,34,18,5,0,21,178,28,False,False,True,True,False
43607,45,6,5,1,25,927,12,True,False,False,False,False
19073,38,10,12,9,22,144,26,False,False,False,False,True
57948,23,33,9,8,16,160,1,False,False,False,False,False
60205,43,54,13,9,16,754,23,False,False,True,True,False
54872,47,38,10,7,19,467,25,True,True,False,False,False
24476,64,29,1,9,15,425,19,False,True,False,True,False
48631,44,57,15,3,24,375,17,False,False,True,False,True
35238,31,16,3,0,17,374,26,True,False,True,True,False
15785,21,33,23,1,27,711,18,False,True,False,True,False
29972,38,41,6,5,15,479,1,False,False,False,False,False
30111,54,41,25,6,8,272,21,True,True,False,True,False
7887,19,30,16,6,3,202,12,True,False,True,False,False
59551,23,28,16,9,19,100,2,True,False,True,False,True
28660,20,29,2,10,2,510,22,True,False,False,False,False
36597,51,35,11,6,10,109,17,True,False,True,False,True
40130,46,7,17,0,12,926,26,False,False,True,False,False
54247,65,15,8,4,28,498,13,False,True,False,False,True
27077,43,47,13,4,26,352,26,False,False,True,False,True
40299,56,3,17,4,28,939,12,True,False,False,True,False
9918,56,2,26,7,21,354,4,True,False,False,False,False
31235,36,53,4,10,10,676,2,False,False,False,False,False
32134,34,38,13,4,23,763,9,True,False,True,True,False
616,29,8,4,1,18,245,12,False,True,False,True,False
37726,41,8,5,4,2,748,20,False,True,False,False,False
29466,58,5,27,8,14,425,13,False,True,False,False,True
24465,49,40,29,2,17,808,19,False,False,False,False,False
58685,26,37,8,2,26,929,13,False,False,True,True,False
43283,33,15,8,7,27,243,20,True,False,False,False,False
15794,40,18,9,0,2,137,16,True,True,False,False,True
10667,50,39,5,3,24,452,27,False,True,False,True,False
37834,46,28,29,7,9,148,26,False,False,False,True,False
6462,42,31,11,9,3,363,27,True,False,False,False,True
48237,47,11,17,5,22,146,1,False,True,False,False,False
14139,63,15,12,6,10,283,21,True,False,True,True,False
60960,48,37,25,7,19,689,12,True,False,True,True,False
33702,64,25,30,6,12,867,14,True,True,False,False,True
40601,45,37,26,4,27,146,18,False,False,False,False,True
5258,38,13,21,10,4,727,16,True,False,True,True,False
2850,50,57,15,6,18,228,5,True,True,False,False,True
56598,30,33,8,10,26,855,25,False,True,False,True,False
35794,20,15,14,5,7,766,4,True,True,False,False,True
29818,51,20,11,1,20,880,20,False,True,False,False,False
60891,65,15,2,9,13,966,22,False,True,False,False,False
21057,34,50,18,0,29,351,24,False,False,True,False,True
54204,37,26,28,10,29,430,18,False,True,False,False,True
2221,35,3,14,2,2,658,29,False,True,False,False,False
21034,58,13,4,5,2,992,6,True,True,False,True,False
30939,58,15,7,4,25,637,19,False,False,False,False,False
16701,60,47,20,5,17,122,9,True,True,False,False,True
61983,52,31,6,9,19,374,26,True,True,False,False,True
59134,62,48,1,2,29,205,23,False,True,False,False,True
41694,56,37,6,4,29,773,29,False,True,False,False,True
19341,56,2,6,3,27,867,8,True,True,False,True,False
25413,24,3,1,9,10,705,5,True,True,False,False,True
10985,47,45,13,2,29,573,1,False,True,False,True,False
37338,39,33,10,6,12,906,11,False,False,True,True,False
815,21,23,4,7,5,429,3,False,False,True,False,True
15977,64,52,2,7,23,986,25,True,False,False,True,False
48769,48,37,27,9,30,288,4,False,False,False,True,False
54155,65,23,22,9,30,716,8,False,False,True,True,False
44777,45,36,14,9,6,963,28,False,False,False,True,False
64191,65,50,4,9,8,119,17,True,False,True,False,True
18939,22,59,26,1,23,262,17,False,False,True,False,True
7246,40,52,26,7,0,967,20,True,True,False,False,True
47257,55,52,17,9,18,907,20,True,True,False,True,False
62625,50,3,11,10,25,804,5,False,False,True,True,False
7382,43,10,27,6,17,921,18,False,False,False,True,False
17913,65,22,22,10,23,542,6,False,False,False,False,False
37228,61,54,9,9,22,214,26,False,True,False,True,False
21679,42,15,18,8,26,895,17,False,False,False,False,False
40264,32,13,15,1,30,465,5,False,False,True,False,True
16593,23,41,20,10,3,680,27,False,False,True,False,True
62579,59,42,2,8,14,975,29,True,True,False,False,False
36533,59,49,4,6,8,535,18,False,False,False,False,True
61327,64,17,1,4,24,617,8,True,True,False,False,False
35975,20,24,1,4,13,894,24,True,False,True,True,False
2683,30,1,27,4,5,700,8,True,True,False,False,False
14544,54,24,2,9,29,234,20,True,False,False,True,False
35669,57,53,28,0,1,731,2,False,True,False,False,True
60636,22,50,7,5,24,934,10,False,True,False,True,False
28276,57,24,27,10,24,831,6,True,False,False,False,False
35493,41,19,16,8,22,207,13,False,True,False,False,True
18092,24,26,8,7,0,672,5,False,False,False,True,False
46969,21,34,5,7,26,241,30,False,True,False,False,True
11197,33,36,17,3,1,985,2,True,True,False,False,False
3168,36,48,25,9,27,973,1,True,False,True,False,False
34524,24,51,29,2,22,210,6,True,False,True,True,False
48371,42,29,29,8,18,190,12,False,False,False,False,False
31203,31,34,1,0,20,487,4,True,True,False,True,False
55205,43,41,22,10,20,428,27,True,False,False,False,False
12269,39,52,19,4,28,320,10,False,False,False,True,False
16042,57,17,10,9,13,656,28,False,False,True,True,False
26744,50,60,2,0,1,877,6,True,True,False,False,True
43616,32,50,27,3,14,953,23,False,True,False,True,False
32636,30,52,26,6,11,370,29,True,False,False,False,False
55826,64,52,5,10,21,511,7,False,False,True,True,False
14715,23,16,12,7,3,319,16,True,True,False,False,True
5204,20,23,26,5,30,497,25,False,False,True,True,False
24710,46,60,24,2,22,483,4,True,False,True,False,True
62449,55,39,3,9,23,326,29,True,True,False,False,False
52183,61,39,24,9,27,157,20,True,True,False,True,False
49852,50,55,19,7,23,390,5,True,False,True,False,False
21509,34,57,14,8,4,804,26,False,False,False,False,True
20656,44,50,26,4,26,834,13,True,False,False,False,False
49639,51,59,2,9,11,626,13,False,True,False,False,False
40388,53,56,3,4,2,154,3,True,False,False,False,True
30967,28,36,13,5,5,739,25,False,True,False,False,False
33993,45,17,27,4,2,869,4,False,False,False,False,True
20263,50,35,28,0,8,912,8,True,False,False,False,False
39941,55,34,18,7,11,712,2,False,False,True,False,False
24472,65,32,20,4,3,404,2,False,False,True,False,False
53213,51,51,19,1,24,646,16,False,True,False,True,False
8734,40,39,18,2,17,290,19,False,False,True,True,False
3604,18,49,6,10,30,695,19,False,False,False,False,True
36103,50,10,29,1,0,572,19,True,False,True,False,False
18999,39,17,18,2,3,786,20,False,False,True,False,False
23638,24,31,25,2,17,555,24,False,True,False,True,False
6195,42,16,21,0,28,725,13,False,False,False,True,False
50440,42,44,23,9,27,618,21,False,True,False,False,True
22694,62,58,24,10,13,471,18,False,False,False,False,False
40734,23,54,24,1,13,540,29,False,False,False,False,False
50939,31,52,15,8,16,904,28,True,True,False,False,False
21967,36,15,20,0,13,709,17,False,False,False,False,True
41638,24,46,2,4,23,955,11,True,False,True,False,False
6286,64,19,4,10,4,142,7,False,False,False,False,True
14706,33,41,15,7,27,736,8,False,False,False,False,True
24360,65,30,11,4,19,621,6,True,False,True,False,True
20725,61,31,25,7,29,786,16,True,False,False,True,False
27306,60,46,7,1,22,726,30,True,True,False,True,False
30024,31,56,12,0,26,146,4,False,True,False,False,True
14744,22,41,11,3,29,896,9,True,False,True,False,False
2663,65,1,4,0,1,145,4,True,False,True,False,True
54712,65,32,22,9,20,941,11,False,True,False,False,False
21972,26,38,16,4,6,886,26,True,False,False,True,False
185,62,26,18,1,16,683,12,True,False,True,False,False
17451,43,31,4,7,7,615,14,False,True,False,False,True
4425,54,12,15,1,10,928,29,True,False,True,False,False
59675,49,36,27,6,26,145,11,True,True,False,False,False
29321,47,5,9,7,17,289,19,True,False,True,False,True
55504,65,39,25,10,30,268,27,True,False,True,True,False
3488,53,3,23,3,10,288,8,False,False,False,True,False
62176,18,22,4,0,26,513,9,False,False,True,True,False
13952,58,40,2,6,5,491,25,False,False,False,False,True
32878,49,42,26,1,23,768,11,True,False,False,True,False
17411,40,41,9,8,10,482,29,True,True,False,False,True
43931,26,16,17,2,10,988,11,False,True,False,False,True
25898,65,50,27,10,24,709,28,False,False,True,True,False
4944,62,39,22,2,8,460,25,True,False,True,False,False
30460,45,54,14,7,19,489,5,False,False,True,False,False
28180,21,5,25,8,10,791,23,False,False,False,False,True
1105,24,54,2,8,11,729,22,True,False,False,False,True
34145,21,48,23,6,25,893,4,True,False,False,False,True
17316,39,4,19,10,26,615,19,True,False,True,False,False
30645,33,28,18,0,27,254,24,False,False,True,False,True
40782,63,33,21,0,27,215,4,True,True,False,False,True
49178,28,40,22,7,28,637,17,True,False,False,True,False
54673,22,31,1,10,26,527,8,True,False,False,True,False
37797,63,25,24,1,3,331,21,False,True,False,False,False
34955,37,13,14,7,7,633,10,False,False,True,False,False
42781,56,35,13,9,24,118,16,False,False,False,False,True
55939,49,49,10,6,30,953,10,False,True,False,False,False
25994,31,9,22,1,2,217,21,False,True,False,True,False
42968,29,55,19,5,18,273,3,True,True,False,True,False
37231,60,57,10,9,14,497,11,True,False,True,False,False
34594,54,13,2,5,12,332,2,True,False,True,True,False
19582,56,12,21,4,7,775,21,False,False,False,False,True
21144,39,21,13,2,11,489,13,True,True,False,True,False
7297,44,53,3,8,2,101,28,True,False,True,False,False
22362,41,3,1,6,15,413,13,True,True,False,True,False
13538,28,29,30,6,27,311,15,False,False,False,True,False
62721,35,36,22,6,16,922,7,False,False,True,True,False
63365,38,47,20,6,26,574,20,True,True,False,False,True
4443,29,5,16,4,10,116,8,True,False,False,False,False
13920,22,39,18,0,8,679,13,True,False,False,False,False
22539,58,45,13,5,2,915,7,False,False,False,False,False
37569,20,44,12,7,26,445,18,True,False,True,False,True
60181,61,26,5,7,5,963,3,False,True,False,False,True
26634,59,2,28,3,9,262,16,True,False,False,False,False
28724,58,54,24,8,20,970,28,True,False,True,False,True
58082,56,6,3,4,26,492,26,True,False,True,False,True
58347,29,52,11,7,25,882,5,False,True,False,False,False
20017,38,40,23,10,21,406,3,False,False,True,False,False
39979,23,26,19,2,10,707,2,True,True,False,True,False
43647,58,6,18,3,28,830,28,False,True,False,True,False
60983,58,53,5,8,9,436,14,True,False,True,False,True
49427,35,32,20,0,22,282,24,False,False,False,True,False
44420,55,28,8,4,13,985,4,True,False,True,True,False
49199,48,28,25,5,20,686,30,True,False,True,False,True
2123,47,54,11,3,22,298,3,True,False,True,False,False
13528,58,24,27,7,24,888,30,False,False,True,True,False
34184,33,27,21,5,7,531,29,True,False,False,False,True
16729,50,7,3,5,22,833,22,True,True,False,True,False
5821,23,4,14,1,15,933,27,False,False,False,False,False
13051,36,39,16,0,9,913,17,True,True,False,False,False
43063,28,46,19,2,6,726,26,False,True,False,True,False
41557,32,26,17,2,26,992,3,False,False,True,False,False
41105,50,1,4,3,8,942,24,True,True,False,False,True
10575,54,37,10,6,28,750,29,False,False,False,False,False
59485,39,53,21,9,21,739,16,False,False,True,False,False
19005,38,42,11,4,8,829,17,True,False,False,False,True
40772,23,45,30,7,27,464,28,False,False,True,False,True
24196,44,51,13,5,27,575,3,True,False,False,False,True
61812,36,58,26,0,21,929,10,False,False,False,True,False
24174,35,40,4,8,3,868,6,False,False,True,False,True
29251,26,13,25,1,14,585,15,True,False,True,False,False
22268,41,42,3,3,25,293,16,False,False,False,False,False
43035,53,11,26,7,24,556,17,True,False,True,False,False
36244,40,31,21,3,19,935,26,True,False,False,True,False
44245,61,36,9,2,6,424,19,True,False,True,False,False
43576,53,42,22,1,22,212,7,False,True,False,True,False
30595,57,1,7,4,4,438,25,False,True,False,False,False
2690,39,56,12,9,22,726,22,True,True,False,False,True
11757,28,40,17,6,30,483,13,False,True,False,True,False
30462,24,28,8,4,9,248,27,False,False,True,False,True
48911,43,47,5,5,28,102,12,False,False,False,False,True
1834,51,49,11,7,13,884,28,False,False,False,False,False
42161,47,22,5,3,29,392,1,False,False,False,False,True
46006,64,3,2,5,13,885,14,True,False,True,True,False
6049,49,60,9,10,10,149,9,True,False,True,False,False
32947,51,11,1,1,13,930,10,False,False,True,False,True
29276,36,56,21,1,14,723,8,True,False,True,True,False
40317,36,33,2,2,23,206,5,False,False,False,False,False
16862,63,56,1,0,22,907,28,False,False,True,True,False
1441,36,26,25,1,15,740,14,True,True,False,False,False
46957,54,25,3,10,29,860,5,False,False,False,False,False
12943,35,18,2,9,10,223,8,True,False,False,False,True
39501,58,49,30,4,6,970,26,False,False,False,False,True
36824,55,37,14,7,8,573,5,True,False,False,True,False
14261,63,18,15,9,2,415,19,True,False,False,False,True
43472,24,46,26,5,15,504,20,False,False,False,False,True
13246,39,6,14,5,0,246,25,True,False,True,True,False
21546,30,4,29,5,10,170,20,True,True,False,True,False
13709,49,57,25,8,27,685,19,False,True,False,True,False
523,37,15,11,6,14,152,14,True,True,False,True,False
34226,41,47,18,1,15,236,6,True,True,False,False,False
19297,23,37,10,6,25,950,8,True,False,False,False,True
49508,54,45,29,6,30,951,3,True,False,False,True,False
11748,36,44,21,7,14,484,10,True,True,False,False,True
8964,18,60,5,0,25,706,12,False,False,False,True,False
10584,20,37,15,6,10,141,4,False,True,False,False,False
61497,59,39,20,5,20,658,1,True,False,False,False,True
11359,22,16,25,2,10,937,18,True,False,True,False,False
13582,36,21,30,6,22,864,18,True,False,True,True,False
27204,44,14,25,2,7,785,7,False,False,True,False,False
18884,29,4,15,3,28,206,30,True,True,False,True,False
6520,19,40,28,6,10,612,26,False,True,False,False,True
54562,54,58,5,6,4,949,13,True,True,False,True,False
41610,47,26,8,0,13,959,10,True,False,False,True,False
10469,51,21,4,0,16,920,20,True,False,True,True,False
36550,38,36,27,1,10,107,27,False,False,True,False,False
62905,58,11,26,3,21,289,27,False,True,False,False,False
19086,53,56,19,5,24,337,7,False,False,False,True,False
1037,39,13,23,10,0,197,5,True,False,True,False,True
20140,37,13,12,6,30,588,20,True,True,False,False,True
52327,39,24,20,7,28,459,25,True,False,False,True,False
44822,20,49,21,7,21,971,27,True,False,True,False,False
886,56,59,2,10,19,846,21,False,True,False,False,False
52908,47,48,10,10,27,841,5,False,True,False,False,False
28729,21,32,13,1,4,136,7,True,False,True,False,True
12739,42,23,4,5,24,807,9,True,False,True,False,True
60140,44,39,17,9,18,630,5,True,True,False,False,True
45057,55,43,9,1,9,943,21,True,True,False,True,False
30426,44,12,30,8,25,453,25,True,False,True,False,False
2468,57,2,11,8,22,938,13,True,False,False,False,False
19900,35,10,19,8,1,998,21,False,True,False,False,False
9456,44,32,5,3,0,693,29,True,False,False,True,False
27546,39,35,24,2,24,311,18,True,False,False,True,False
15773,25,57,2,1,18,622,20,False,False,False,False,False
54555,25,4,27,5,28,300,7,False,True,False,True,False
51218,27,26,8,6,27,648,15,False,True,False,False,False
24105,20,15,15,7,18,588,11,True,False,True,False,False
11632,57,21,3,1,7,395,15,False,False,False,False,True
33872,33,47,14,9,9,259,25,True,True,False,False,False
15056,36,3,3,3,23,981,11,False,False,False,True,False
31656,23,6,8,9,21,637,29,True,False,True,False,False
56881,24,34,19,0,23,123,22,False,False,True,False,False
23766,65,37,7,3,25,994,18,True,False,True,True,False
37659,46,45,18,8,10,473,30,False,False,True,False,False
13511,59,47,9,7,0,386,22,True,True,False,False,True
4592,25,24,23,7,23,552,5,False,False,True,False,False
10008,53,55,18,10,18,441,18,False,False,True,True,False
56925,63,36,2,10,7,979,5,False,True,False,True,False
50151,44,48,25,6,21,607,27,False,False,True,True,False
52296,18,33,17,7,29,989,9,True,False,False,False,True
52753,55,53,23,9,28,749,25,True,False,True,True,False
21574,55,16,17,6,30,735,16,False,False,True,False,False
25272,65,3,28,5,9,341,18,True,False,False,False,True
7159,43,17,29,7,24,787,4,False,False,True,True,False
10589,40,48,11,5,18,791,17,False,False,False,True,False
39318,33,40,1,4,8,978,1,False,False,False,False,True
54650,48,50,29,3,27,305,6,False,False,True,False,False
44409,52,37,21,3,22,103,28,True,False,False,False,False
19774,61,20,7,3,25,312,18,True,False,False,False,True
38857,46,24,1,1,7,996,12,True,False,True,False,False
60070,41,52,10,8,23,685,15,False,False,False,True,False
36866,22,56,12,4,2,836,13,False,False,False,True,False
4889,55,18,10,5,2,840,6,False,False,True,False,False
13046,32,9,18,6,10,825,13,False,True,False,True,False
49455,53,60,3,9,10,481,1,False,False,False,False,True
49049,64,20,7,7,29,479,13,False,False,True,False,True
40022,22,51,16,7,6,334,23,True,False,True,False,True
14823,40,53,8,10,1,474,13,True,False,False,True,False
48636,46,19,14,1,30,261,13,False,False,False,False,True
7393,59,55,27,0,19,176,3,False,False,True,False,True
21617,21,10,5,0,22,317,11,True,False,True,False,True
7839,61,16,10,1,25,194,20,False,True,False,False,False
62519,29,57,20,10,25,744,20,False,True,False,False,False
41971,49,17,4,0,24,548,23,True,False,False,False,True
61848,38,29,6,7,27,217,21,True,False,True,False,True
44109,49,34,22,8,4,351,6,True,False,False,False,False
32616,47,3,16,9,16,803,29,False,False,True,True,False
16033,56,25,10,0,24,749,3,True,True,False,True,False
38271,47,16,12,9,9,845,12,False,False,True,True,False
18652,46,9,8,6,15,849,7,False,False,False,False,False
15649,47,39,24,0,0,313,30,False,False,True,False,True
58068,39,26,19,3,24,725,8,False,True,False,True,False
15571,26,60,17,0,27,833,15,False,False,False,False,True
60038,53,21,4,9,16,729,15,False,False,False,False,True
58468,46,10,15,9,28,301,15,False,False,False,True,False
14785,40,13,7,5,12,974,29,True,False,True,False,False
42568,19,33,2,8,9,686,13,True,False,True,False,True
11150,65,36,11,4,21,264,15,True,False,True,True,False
21215,63,8,11,9,27,195,25,True,False,False,False,True
41344,36,48,20,1,16,197,15,False,True,False,False,True
19919,27,9,10,5,28,142,6,False,True,False,False,True
19784,23,24,29,1,27,379,23,True,False,False,True,False
59930,41,30,23,8,20,659,22,True,True,False,True,False
62924,49,2,1,7,27,520,29,True,False,True,False,False
28350,48,1,27,8,7,854,2,False,True,False,True,False
16030,22,39,10,2,22,286,27,True,False,True,False,True
41175,54,24,10,10,11,446,9,True,False,True,False,True
56150,31,56,11,6,20,161,20,True,False,True,True,False
18018,43,21,16,5,11,539,28,True,False,False,False,False
41784,52,2,21,8,25,935,28,False,True,False,False,True
64335,47,33,4,4,21,304,29,False,False,False,False,False
1926,29,23,27,0,23,345,7,True,False,True,False,False
14435,19,36,1,6,27,188,4,False,True,False,False,True
55059,33,1,2,2,14,405,22,True,False,False,False,False
1806,26,53,30,7,20,746,11,True,False,True,True,False
19924,42,46,3,6,27,713,25,False,False,False,False,False
17023,22,59,7,9,0,510,23,True,False,True,True,False
30055,50,7,13,10,7,985,20,False,True,False,False,True
31060,27,3,17,6,1,824,12,False,True,False,False,True
54579,58,29,17,8,17,269,14,True,False,False,False,True
34860,43,47,29,5,27,565,26,True,True,False,True,False
49312,33,45,28,7,17,182,10,False,False,True,True,False
51050,38,52,6,7,26,111,6,True,True,False,True,False
64314,64,4,1,3,8,664,24,True,False,False,True,False
28707,57,30,19,5,29,922,1,False,True,False,False,True
55687,25,3,23,8,24,421,25,False,True,False,False,True
64337,54,32,21,4,28,370,28,False,True,False,False,False
47580,58,55,28,5,29,979,10,False,False,True,False,False
25285,40,24,25,5,5,766,13,False,True,False,False,False
8484,50,18,20,3,26,599,26,True,True,False,False,False
31184,43,12,17,2,8,904,4,True,True,False,True,False
11520,29,20,28,5,13,969,20,True,False,True,True,False
12167,52,50,19,1,1,904,17,False,False,True,True,False
15448,50,55,6,0,19,170,14,True,True,False,True,False
10308,18,10,15,3,5,742,25,False,False,True,False,True
41048,25,37,12,10,23,228,18,False,False,True,False,False
63789,46,24,11,6,21,121,14,True,False,True,False,False
6201,53,50,3,2,6,502,27,True,True,False,False,False
54614,45,52,12,9,29,946,10,True,False,True,False,False
199,29,56,21,3,26,239,29,False,False,False,False,True
56667,64,48,14,8,25,287,9,True,False,False,False,True
42866,63,51,15,2,11,260,3,False,False,False,False,True
12811,40,22,2,6,25,969,15,True,True,False,True,False
996,32,39,26,8,20,344,3,True,True,False,True,False
23748,49,30,14,0,22,168,15,False,True,False,False,True
25670,52,16,2,9,9,504,20,False,False,True,True,False
11627,64,29,4,3,2,119,6,True,True,False,False,False
12378,30,44,13,6,8,302,20,False,False,True,True,False
34449,55,18,25,8,13,137,4,True,False,False,False,False
33378,49,54,14,4,18,593,19,False,True,False,False,False
10349,52,53,7,6,28,754,2,False,False,False,False,False
3420,27,41,12,3,2,147,7,False,False,False,False,True
1796,36,2,22,10,24,671,26,False,False,False,True,False
42403,43,44,6,8,0,979,27,True,False,True,False,False
17408,23,31,27,5,2,603,8,True,False,False,False,False
51232,52,25,22,8,28,607,21,True,False,True,False,False
39029,24,23,5,9,14,239,19,False,False,True,True,False
11679,27,52,6,1,3,642,14,False,True,False,False,False
27163,64,37,1,8,16,202,19,False,False,True,True,False
41828,41,3,21,8,20,553,7,True,False,False,True,False
57056,46,15,3,6,23,378,12,False,False,False,False,False
36111,21,12,1,5,10,168,1,False,True,False,True,False
1409,22,56,12,3,7,241,24,False,False,True,True,False
2474,22,46,6,1,17,209,28,True,True,False,True,False
8351,53,59,1,5,8,761,18,False,False,True,True,False
7814,33,25,19,3,3,969,11,False,False,True,False,True
16759,49,22,25,10,13,796,18,True,False,False,False,False
5638,40,6,2,0,25,1000,8,True,False,True,False,True
3768,53,46,14,10,14,907,2,False,False,False,False,False
4310,64,51,13,9,4,595,11,False,True,False,False,False
60934,29,51,6,9,26,686,28,False,False,True,True,False
10703,32,53,9,2,25,764,19,True,True,False,False,False
43781,60,30,18,6,25,681,28,False,False,False,False,True
55984,21,57,15,2,29,443,20,False,True,False,True,False
